"","text","user_suggestion","klasifikasi"
"312","   changed  hate change    inviting    clubhouse      shared interest enough  learn   cannot devote   learn     nooks  crannies  negatives  positive  embrace  community  matter  toxic    deserve       icefrog invited  strangers   clubhouse   gain   cash  slice   league  legends pie  icing     storm      smile  bitter smile     clubhouse   invaded  casuals    casuals invaded  gaming scene  tentacles reach   found   heresay hello   casual overlords     stay",0,"Negatif"
"313","   retard pinoy trash mid feeder k retard uninstall shit     fk  english server    answer  yes        love     find  trouble  immersed   community",1,"Positif"
"314","    boring    cheap characters       theres     mean  guess   hard   another    least different elements    trying      money   minimal effort   moba  trash  ",0,"Negatif"
"315","   pro  cons    would recommend      took  massiveon   quick summary     turns    bastard child     storm     otherwords    forced  sit   minute onsided      far worse    granted    bad id   talent tree addition   good move forward however  certianly could use   work   backpack addition  decent  removes    higher skill    comes  destroying      terrible additionbut      pros       joke  complete farse  minute respawn times  camps removes  ability   effective stacks   fountian   jungle removes  challenge  jungling  unless  enemy team  dedicated  harassing     youll    almost full healing   minutes  ui changes  nothing    straight downgrade   guides suffer particularly instead    dedicated tab    thrown   shop tab    reason  decide   harder  navigate        identity problem      wants     league     storm   point id  league  better   looking   hardcore experience    storm     right   painfully mediocre",0,"Negatif"
"316","worst addiction  ruined  life  could  programmed          u  meet  awesome     minor  compare  nervous low self esteem hardcore racist disorderly anorexic maniacs  outnumbers normal standards",1,"Positif"
"317","     epic  exciting   around  world  recommend everyone         keep spreading till   endless generations       bored  ",1,"Positif"
"318","  ui sucks period barely  information  shown   icons       jumbled together   disgusting mess  numbers  icons  trying    ui  visually appealing    impossible  readdota veteran    took   joke    minutes   find   shows  physical damage   basic stat  could possibly havedont    started   whole magic amplification stat  alot       good luck seeing  actual evidence    gamesome characters   broken  instead  fixing broken characters  wisp   currently suffering  gamebreaking bug  becoming ethereal    unclickable  add  annoyingmonkey    gives aabout   front page  spams    introduction  hes  second coming  christ    oh  instead  fixing broken characters    skins     chance    ones instead   ones     great   literally cheat     money valvegapcha gambling  actually  illegal  banned  japan   thattolerated   internet  gives us  money    community rewarded  supporting   blackmailed  spending egregious amounts  money  mediocre skins        chance    skin   didnt     essentially stole   marketplace  less  th   price    skintldr  poorly  unneeded   actually    worse   already perfectly okay ",0,"Negatif"
"319","    actually      world  skills   helps     respectfulhow   responsible   role     good teammate   course  good friend",1,"Positif"
"320"," greatif    learn       goyou  choose   russia    playi prefer  go eu east  colonyvery nice community   friendly  social sovietsign  would   ",1,"Positif"
"321","product received  freefirst         recommending         potato pc  slow internetdota   used    completely different nowadaysbefore        integrated graphics cardbut right    required  decent gpuand        mb  almost everydaynow    reason     drastically change   number active    source  rolled inthis   honest review  ",0,"Negatif"
"322","ok      larges   popular   steam     writing           avid gamer    likely pick      point due   fact    free  well     graphics point  view  maxed    gtx  easily  looks fantastic   isnt   best graphics card   requirements arnt huge   lower    budget pc   worst graphics card    might     compaining   wooden pc increasing    load       worst comes  worse   turn   complete minium   bet      laptop     worst gpus   market   eventually    run   playable pacefrom  gameplay point  view       spent well         must  pretty good    reviewers  spent       reasonwell         variables   change      runes weather    good creep   jungle  control     enemies      think hummm  must  pretty limited well yes  would kind  agree     fact   becuase    heros   hero combinations  counters         changing     slightly depending  character                          old        means              specific techneques  pulling creeps   enemy heros       position     term  gameplay remains fun  interesting       challengingthe community     issue           forgiving   mistakes       antirussian stuff mainly    go     english  us server    strange man shouting     team   strange language      team    understand    little    least annoyed althrough  higher  battle rank  mmr   talk   later means  eventually      actually   effort  coordinate  youthe ranking system      money     free        money well first let  explain  ranking system basicaly      recieve  ammount  battle points    increase  battle point      recieve  item  think  acasionally    able  open  present   free       dropped  luck randomaly           sells hero costumes    storein  shop     change     character    actualy affect  gameplay   find  unique  means   arnt huge pay  wins     annoys  hugely     good      pay  win  costume    effective   steam market allowing   sell   cheaply       profits    taking  transaction fee  due   popular steam workshop   submit  item designs   avaliable         cut   money     nice    artists    money   something  potentially put   cvalso   reach  battle point rank     unlock ranked matchmaking   allow             higher  increase  mmr   top mmr    bottom       bad      mmr   high mmr    serious      test  skills  others        side note  mmr   hard   past       different abilities      little dificult   past  eventually  experience   little luck    past  eventually    climb   ability levelthis concludes  review       statisticsalso please consider taking     youtube channel      content   help videos    ",1,"Positif"
"323","    recent       open  runi  hear   background   wont display anything  please fix   pieces      specialtytheyre tring  impliment seems  well     hell     supposed  develop  informed opinion   havent  able  run     ",0,"Negatif"
"324","           country  treat philippines   neighboring countries        treated fairly  strongly affected   wanting filipinos   gone     world     everyone please change",1,"Positif"
"325","   completely free      available  everyone   times   experience  gain   account   serves  unlock ranked  skills vary wildly        field  meet   largely  regardless        money theyve put   ",1,"Positif"
"326","pros great gamebest   test  reflexyou could   friends herelearn foreign languagesbest place  spend moneyservers stabillity  greatconsthis   cursed  u  theres  going backrage simulatorfeel  sht  losing  gametrollsget high blood pressureoverall gr m  h  ",1,"Positif"
"327"," loving itgot addicted    sirius business dget      forget   sunshine  going  instead   sleepless nights  hilarious rage momentsalso strongly advised    friends voice commentary  highly appreciated",1,"Positif"
"328","probably  best competitive     genre     humans forever   steep learning curve        watch world cup     retired   better learn   oh        fun        square        minutes  enough   grinding span requires teamplay twitch skill lore understanding tactics strategy awarness balls good judgment reaction anticipation intuition  sense  sense empathy multi tasking spatial  temporal awareness  focus",1,"Positif"
"329"," greatest     face value   another topdown video  however  surpassing  initial learning curve  depth     second  none  animation  perfect  voices  pristine however     flaws  community  horrible   numerous bugs    grazing  surfacethat  said   recommend    friends    pass  learning curve  wont   anything else   latches ",1,"Positif"
"330","  past   addicted  enjoyed   counterstrike world  warcraft bioshock halo gta       already dedicated   rounds         fan  team vs team        id love     professionally  tournament style       international  dotas highest paying tournament  millions  dollars",1,"Positif"
"331"," used     called        came   turned    copy  league  legends   changed almost  aspect     liked     ",0,"Negatif"
"332","   broken andthis facking   cs go  facking better  thisdoda  quality    bad  cat laugh  hard  delet    let id   league  legends tad   good  thisdoda  bye facking noob master ho mate  bye",0,"Negatif"
"333","  started     absolutely hated   refused      could convince   go   pain  suffering  repeatedly dying  outplayed  everyone   abuse  came   performances   international   decided    effort  watch  tournament   completely blew  away orange tearing   losers bracket taking  dk  pushing towards  finals  commentators  going wild   absolutely  idea   actually going    knew   epic  brought          middle   international   n entire year later         almost   listed   dotabuffdota     abusive relationship   genuinely great  competitive gaming   near finest    well  feel fantastic youve earned    outplayed  outsmarted  opponents youll    wont forget   big performances  dramatic team fights       haunt  due  ferocious emotional abuse  team mates     quickly    harassed  half  hour   slow  painful loss  community isnt  bad   mobas    easy  blame     win   sing  praises      lose     support    prepare      fair amount  mobas  league  legends  hon    abstract awesomenauts  smashmuck champions      rated   best  tactically sound  gorgeous         interesting  challenging   team synergy     picked     win   choosing   aggressive  pushing lineup go  team fight   combine  wipe   opponents   space  certain   keep   going   long  possible  win late      range   minute stomps   epics   mechanics    team  gain gold  experience  killing creeps  opponents    deny gold  experience  denying creeps  team mates  killing       kill everything  tactical   go      times controlling vision acquiring runes    defend    push  towers  ancients      entry point      difficult     steep learning curve     shop menu  work      buy  help    different ways   learn   experience   put    effort  stupidity            things       fully understand   counter      full understanding   abilities  item builds  takes   patience       grew   appreciate       ruin  day   disastrous   competitive scene  great  fully supported    developers  constantly updated  community created cosmetics mini events         ingame purchases  required   specialist things  team pennants tournament passes  cosmetics   courier  hero unlike    mobas  require   earn  purchase     chance  broaden   experience easily recommended    wary    keep  team mates relaxed  mediate    bad losses   win  ",1,"Positif"
"334","       profound hatred   human beingsyou  leave  tried    likely   soonmostly     taught   thisi   racist bigoteveryone     racist bigoteven  peruvians  russians  racist bigotseveryone  stupidteamwork  sleep   false promisedont queue  groups   less   go aloneseriously   importantyou    funangsty narcissistic  year olds exist everywhereeveryone   noobeven youdont delude yourselfsearch  feelings      truerun",1,"Positif"
"335","  ruined    appeal      instead  alienated     moving    businesses models relase  overpower hero     overpriced arcana   imagine    next     mk   nerfed  oblivion   next  release arcana hero  battle pass exclusive     enjoyable        worth booting anymore  alround feels   step  overall",0,"Negatif"
"336","    first person mmo rpg survival horror  developed  ea  ea      fight  survive   drunken robot zombie apocalypse  nothing   bare feet   hands   preoccupied taking   panties  excitement   sick filththe main protagonist   jakob    lone survivor       entire damn universe   enemy jakobs model  matches  personality  hipster emo gothic sexdriven male paired   voice acting  morgan freeman    character pop   helps    relatablethe storyline  great  love   developers   completely separate prologue chapter   story explaining    apocalypse could   risen   deep depths  hell    spoiler       first  minutes     start    middle   er russia spending    beloved family  find      attracted   cousin      show   world  suddenly  crack opens   ground beneath   cousin falls   crevice   devastated    rush home      sudden  hear  big  er plop   behind     robot zombies  drinking vodka   turn  around  find  surrounded  ill stop  otherwise  may   spoiling  prologuethe pvp     spot     developers     main character      overpowered arsenal right   getgo  brilliant     fine  shall    amazingness   dungeon keeper mobile    attain   powerful arsenal  slamming  wallet  eas pockets  fantasticthe best part   free             um   meant       cost  dimeoverall  would        musthave  ea   shown   create      waiting   dlc  come  later  surprisingly    dayone dlc",1,"Positif"
"337"," consumed  life forced      laptop   class      schooling   hopes  would  day    kmmr     pro scence     archon  barely passed year graduate    job sex life   exsistant   taught   things    speak fluent   asian languages patience  million   insults  aim towards fellow    support  cores    mid   tangos   fail  carrying    mentally abuse everyone  come  contact    throw entire matches  picking techies fellow  test  resolve  sanity   daily basissome  falls    arestill  pudge arcanati arcana vote  riggedmakes  question humanityno diretideoverall  consumed  teenage life destroyed friendships relationships   schooling career      friendless girlfreind less  job lessatleast     streets  drugs    killing  eye sight  sanity would ruin  life ",1,"Positif"
"338","   trash gamemissing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle missing middle",0,"Negatif"
"339","youll simply   realize  outside  circle  close  neckbeard buddies  barely  two    mmr despite  painstakingly long  youve invested     cares nobodywhen  win  raise  hands   scream  making  biggest    irrelevant  career    join    triumph   lose  scream  frustration  neckbeard buddies  laugh       leads  nothing     nothing youll lose    friends   anymore   wont  able  relate    handful  youll lose    itselfin       convince    k  staring    steam meant something  friend     poured  heart blood sweat  tears  something    love      swiftly realize    degraded   eerie bald man   slowly rotating  installed      head hesitantly turning  youyou   bald man  entire   afraid     destroying    meaningless video ",1,"Positif"
"340"," would easily recomend    anyone   willing  spend  playingthe  bad    amazing      often    someone         kindesthowever  plenty  practice  dedication    become    best    lifejust remember     die   tutorials  practice       public ",1,"Positif"
"341","    awesome  beautiful balanced replayable  addictive maybe    best  evermaybethe  ugly rude filthy asocial  hostile community worst   sure",1,"Positif"
"342","   retard pinoy trash mid feeder k retard uninstall gameshit     fk  english server    answer  yes        love     find  trouble  immersed   community",1,"Positif"
"343"," used  love   however   playtime  diminished     day    max   dwindeling     started  monkey king  let       horrendus ui broken monkey king tons  changes nobody asked ",0,"Negatif"
"344","   aka   ruined  gamethe hud   small  distractingalmost    unbalanced heroesdifferent spawning    campnow  looks  leage  legendsbad performance",0,"Negatif"
"345","great   essientally  language simulator mixed    moba honestly within    gametime    natural speaker    language       prior knowledge      great  racism   learn  hate    despite    love  hate gays   great team building exercise   learn  love       despite  well theyre     god taught us  love   apart     russians overall                              ",1,"Positif"
"346","   pretty fluid   car controls  pretty similar   helicopter controls    confused   feature  turn   squid   good addition   didnt  fit  moba style     skeleton sisters  pretty annoying   catchphrase   mouse controls   dialogue super long",0,"Negatif"
"347","      dark alley chinese buffet bilingual interactions awful management  large parties unnecessary salt   weird ideadish  looks bad     anyways    sucks  though  located   home country    speaks  tongue   national language  constantly beg  friends          usually  full     service  function cough  bloom  cough  better  friends occasional interaction  toxicity   often  fortune cookie teaches    word  foreign language   sit   stuck   hour   plenty  options  dinner   chose  restaraunt  though  sucks     awful experience    god foresaken reason come right  would   life  ",1,"Positif"
"348","  corruptted  software  invest   money          software better  running   stop buy compendium  else   money mil usd      software  crashed     arena   scripted  crafted  designed   industry  letting   win  ti   team  owned    cashflow    cash flow    money     deposit money     withdraw  money     pocket   industry  involved  politics     ",0,"Negatif"
"349","amazing  honestly       managed  keep  coming     years   discouraged   high learning curve   understand     mastered  core functions     another   competitive  highly addicting ",1,"Positif"
"350","ill   bit wierd  start   bad stuffcons steep learning curve  bunch   friends probably wont       virtual hatsswordshammersstaffsanimals cost either real money       effort  sometimes abandon   sucks       kinda   finish     servers  languages   speak   suckshoweverpros       loads  fun extremely replayable   bored yet  theres   five times      rampage whole team kill  literally   rewarding            means  largest collection  virtual hatsswordshammersstaffsanimals      world        flying panda   apparently important     community easy  find  server  times teams  great  funny    internet  tutorials teach    important mechanics  controls  starting better  league  hon    fact unless   league  hon      something",1,"Positif"
"351","         complex teach   teamwork  best strategy    unfortunate       become blaimers saying harsh words  others   may   affected sometimes someone    good person  real life   different       okay     real character  ",0,"Negatif"
"352"," crappy matchmaking opponents   bad graphics  first person view long loading screens unpolite  awfuly rude teammates  call    bad names   grandmas toaster   better frame rate      crunchy bread   called   pornstars  example  queen  pain crystal maiden bounty hunter silencer witch doctoror  sounds  little bit  homosexual  lone druid razor batrider natures prophet beastmaster  tinylast   least  magnus  hero    wield  name  destined   huge   horn  looks   toosadly  appearance   poor meepo looks lika  rabbit  smokes weed   roundio    light bulbkunkka   heihachi mishima  tekkenmorphiling   wateri think sven  juggernaut  twinsstorm spirit looks   avarage asian man   loves drinking energy drinks  watching tentacle porn  oftennatures prophet cannot  smell flowers     possesion   noseogre magi   nicest  hethey beat  cuties  mirana  windrangerfaceless void lets  call  eyeless dckheadall females  lets    pretty bangableannddddd magnus name says  alllastly id      maps  identical    boring      ending   predictableall    buy  disappear starting  next round   hate     easter eggs   skins  charactersif   read     listen   listen   voice  reason turn   computer go outside  discover   things  world        well welcome    nation",0,"Negatif"
"353","   moba fan  quite            minor  mod  warcraft   known   allstars    kept      came     excited  wasted atleast  years      enjoyed     untill    struck  changed nearly everything    didnt feel unique   seemed    bloody ripoff     storm  love    offense  feels       style anymore       isnt fun   anymore    things  felt unique  changed  something  nearly   moba hasrest  piece dotayou  part   life ",0,"Negatif"
"354","         steam    recommend       hate   report      accept  reports  penalize     good        hrs  think            reported   times  penalized            pc   steam         involved     spent countless   learning  basics      ridiculed     good   pros  consist   childish     understand    working   living    able     ",0,"Negatif"
"355","        day better   rough day  workor  ruin      day keeps  doctor away        good teammates   big threat  girlfriends choose        choice   tango plsall     lifeedityears   comment  ",1,"Positif"
"356","  usually write reviews             enjoy  genre  tried      compare    basically  terms  speed   along  strife   basically    graphics style     petitem system         average    think  moba   slower    league  legends    think    faster      newerth    looking   alternative   less knowledge based   probably     storm      learn   item effectsdota    nutshell  h  playtimenew   interested  cosmetic     visit  shop    drops  become  incredibly rare    become hilariousif  buy item chests   shop     set  bought     sell    volvo put  trademarket cooldown  months  think    item  gets released yay       spend money     possible drop   single chest rng  strong     better  waiting   desired item  marketable   buy    marketvolvo greed simulator  old loot system    could acutally gain        profile levels   leveling chest     inventory  could  opened   profile levels  contained   chest  open later  successfully reworked  greedmode  chances          low    legendary  higher  sure  drop entire sets       common  rare  overall   less rewards     add  singe   put     set drop chance    item quantity  value maybe      change  running system   particular functionmostly developersupport abandoned    content   releases  mostly    community   hero sets  workshop based  hero releasespatches     rare special events  mostly    year   report system   likely  countbasednot reviewed  support employes  example   express  annoyance towardslets  russiansfor   able  communicate  english  eu servers    likely   muted         eu   probably    likely    report   speaking englishthese days russianinfested   max     result  eyecancer due   chatspam  though     servers    cooler  go  international servers  spam  native language thanks volvo  letting  happen maybe  day  eu servers   renamed  russia   russia    actual eu      american servers   deditin addition   listed issues   servers   absolute     crash    counted due  connection issues   servers great job  making   worse  ppl thought  wasnt possibleconclusion            rewarded    terms  cosmetic effects andor profile progression  probably    right choice anymore   stated     rewards  similar stuff anymore   rare item drops probably    range     blow   steam  trolling   spamming  native language   sure nobody   able  understand   might probably   gamechoice   community  days  mostly toxic  troll based         serious gametime  least   solo matchmakingi didnt check     days   community  hon    friendly  less russianin  personal opinion   isnt playable solo anymore          actually  properly without  annoyed  trolls  russiansgameplaybalance community rewards system ",0,"Negatif"
"357","  looking   good visually appealing  challenging  perhaps   league  legends     looking         youi personally    whole    league       things league  legends  missing  couriers   stash  free   costumizables   huge bonus    tf    hats although  might  hard   beginning   stick    sure youll find    fun   add     best   friendsi       november ",1,"Positif"
"358","   enjoyed    ruined   stupid updates  hud  updates  simply horrible  ruined  fun  became     seriously damage  eyes  nerves bye  till   us option  hud  scale    use",0,"Negatif"
"359","please stop     bring   old  please   likes    couldnt belive    said   dead    proved  right stop kissing league  legendsplease",0,"Negatif"
"360","   free   public   friends            years   married  working man listen  guys   mainly support  roamer        funny gameswin  lose rest   flamed  lose   commend  guys type  guys   team wins        great  absolitely good     lots    wants   satisfied else  gameplay  fun  decided   pick support    happens     chaos  flamemaybe   mmr   high mmr    pro  everyone     miracle  rtz yes sometimes     bad  sorry     nothing else    uninstall      find        waste       money        count   times    happy  upseti  ill miss   becasue   best v    world    somehow  find   mmr race  aim  go high   best  win  somehow  fun      win win win win  flame  flamed     someone  nicely hey come lets go       flamed  percent   mmr       good       good  humans  seems   saw  lifetime friends flaming  arguing             fun  mmr raceif      think    put money      increase  number     community  money     release  free   ",0,"Negatif"
"361","product received  freeyoull   able   enough    totally master   although   fp      cruel  unusual    persist   tough start  accept  idiosyncrasies  youll start  understand     stuck       decade  would   something   theyve   incredibly deep rewarding multiplayer experience rating ",1,"Positif"
"362","old   fun   hud       terrible  seems    designing    steam machine     brutal   notifications stack  top  eachother     clue   going      hell trying  view  teammates inventory   opponents   bad    uninstalling",0,"Negatif"
"363"," ed   soooo bad      hear    remove thator  least add  old hud   settings     hudthe    difficult   unnecessaryretrded wayi  quit       k   wtf  wtf u     m  diff   tryed  adapt  thisbut something    wrong    almost didnt felt  changes    patches   cmon   must  unique       copyapproaching    nowi       falling   commercialised peace  ",0,"Negatif"
"364","well done   destroyed          absolutely crap    stream roles   side    come          funny  hero rekts  hero low   scales ridiculously strong  tank   tank    hell   guys done  thank   taking    life   worth      enrages ",0,"Negatif"
"365","  alot     defenders   ancientsits  remake   old  mod  warcraftactually  could    transition  dotadota  gameplay  amazingthey didnt forgot  single   added    original dotathe   amazingly cool graphics   great soundtrackthe menu organisation   simply  easy  understand    playersvalve  cares   learning    theyve   learning page   teach     better  making   recommendation   best      stores  recommended     purchase   herobecause   didnt   optionso       experience   buythey  videos   show   skill   hero   doesif        tips        help   ask   professional   teach   called coachhe  spectate      tipsthe gameplay  amazingi love     realistic  logic       logicinstead mobas    havethe art    sorry  ill repeat itare amazingeverything  amazing   almost xdstill    problems     correctedstthe communitydota  community  full  stupid noobish kidswho         learn   playand      feed   itemtheyll     fucyounoobive fuc  mothertypical answer    yo kidssome updates   needed   done  removing  pudge fountain hookbecause      logicand  removed itbut nevermind  thisi  tell       bugs  notbut  notice      fewlike shop bug    buy itemsserversi      normal    servers   dotaand sometimes     appear searching   networkdont    happens  probably  servers  hold   peoplemy opinionso yeah  pretty   wrotei hope         enjoy   dogood luck   fun ",1,"Positif"
"366","skipped classes thanks   learned  gamble thanks   learned  swear   different languages thanks   became racistt thanks      ruin  life simulator  would recommend    trying  kill yourselfcancer   curedrussian  sea communities  befree     complain",1,"Positif"
"367","  pretty art direction     best  source engine ensures   run   anything  powerful   toaster     great  cosmetics  great  fit perfectly   exceptionsim looking   alpine ursa   stay true   heros artstyle  heros   multitude  voice lines    respond   another eg tidehunters hatred  kunnka   find  default anouncer   flash theres  huge variety  optional packs   smoth talking narrator  bastion   harsh condescending tone  pyrion flax  realtime chess everyone   queen  queens shoot lasers  summon huge golems   sing  hard  eardrums burst definitely    best    generation   certain   remain  popular   influnencal   years  comefrom perfectly coordinating  fountain hook   stuck  top   cliff accidentally  storm spirit   genre rivals outstanding strategic gameplay  nearvertical learning curve looking    bed  damp straw       seems    peruvian flag hung   celing    pistol   small table near    reason   drawn    calls     sirens song  put    mouth  gunmetal tastes  sweet   words  hear echoing   chamber please report  midlane   wanted  go  russia learn  culture eat  drink    sights   cannot      expensive   busy   uni work  laughing  matchesfor  first         unpleasant experience   likely uninstall within   days  youll feel  urge     going  watch videos  pro  teaching       going  think     good   however things   better  youll actually start winning   start losing        fault   teams fault  remember  nothing    fault meanwhile enemies   fed   teamates  backed     blitzkrieged  v      nerve  question  methodsif    fan   genre     impressed easily   similar     final deal  start         running  takes years  hard work dedication  passion  become truly great   strategical masterpiece",1,"Positif"
"368"," best language learning tool   internet teaches   peruvian ukrainian spanish chinese japanese   whole     low price   faith  others",1,"Positif"
"369","   good          heavier          crashes         heart breaker volvo  something  ",0,"Negatif"
"370"," spend    learn      realise   great      worst   toxic community      realise  slowly becoming  toxic       quit    ruins  life",0,"Negatif"
"371","  looking   highly competitive   wont feel    match   thousands    gameplay        takes      master  learning curve  quite steep  would sometimes put  casual gamers  would    big plus  competitive ones though   newbie friendly   rest   moba          epicenter   moba genrethe community   little downside   guess  competitiveness leaves room  sympathy         slightest bit  mistake  put      team    mind       mind  youd  extra patience   online matches  suggest  invest  hundreds    bot matches first      moba genre   wont grow old    swear    hasnt  ",1,"Positif"
"372","probably  far   addicting     far         warcraft        stopped        best     thee best        best     highest prize pool  tournaments tho   crazy   would wanna join someday",1,"Positif"
"373","product received  freeprosits  paytowingood graphics long  exciting    possibleplay  friends  find  friendsturbo mode      long matches    itfunny custom     overthrow colosseum vssometimes events  dark moon  siltbreakeruseful patches   updates  skinstournaments   international   unbelievable prizepool  year consgame lost    huge updates especially    changed     community   bit toxicawesome   skins  collectors cache treasures  terrains eg immortal gardens reefs edge   emerald abyss  available   limited      neither marketable  tradable   international     possibilities  obtain themwell designed skins havent  released yet   warmonger set    workshopfollowing     remodel alchemist anti mage axe beastmaster brewmaster chaos knight crystal maiden doom drow ranger earth shaker enchantress gyrocopter invoker keeper   light kunkka lone druid lycan magnus medusa mirana morphling natures prophet ogre magi pudge queen  pain skywrath mage sniper spirit breaker techies templar assassin tidehunter tiny treant protector troll warlord windranger witch doctor  plus monthly subscription replaced  old battle pass feature interesting  rookies    wanna spend money   beginningsolo events  exist almost  vs    limited timerecommendation     definitely  longer    newcomers",0,"Negatif"
"374","        grades dropped  girlfriend left   dog died  wasted  learned   claim   ed  teamates  enemies mother   least  languages  wooden pc constantly crashes sinceoverall   good    well ",0,"Negatif"
"375","    experience   safely      amazing  addicting       challenge          indeed  hard  beginners     used    youll  enjoying    long   arent      rage quickly    abandoning things   improved      enjoyable    toxcitiy    drags   away     nonetheless   opinion     great gamesecond edit    review lots  reading aheadits   year   dueling fates    years         personally experienced   year           changing    changes  introductions  occured     ranked medals    updatestarting   medals    first introduction     personally  liked  medals idea    seem   problems    added     personally find    suiting      medals  ranking  shouldnt   next perhaps big    announced  mid february      known   biweekly patchesupdates   nutshell icefrog  finally spoken  looked  upon us peasents  finally said    releasing updates  two weeks   release features slowly instead     go   single  yes   frog  spoken    due   community complaining    caring    updates  giving    hah  irony     biweekly patches came  eventually hated      amount  space   taking    hard drives  eventually   international  championships  come     biweekly patches  dissapearedthe next huge addition     dotaplus   supposed  apparently   evolution   seasonal battlepasses whats  opinion   well lets put     dotaplus    joke  literally  buy    hero leveling      little badge  shows  progression       battlecups   least  plus owners  free battlecup tournament access     ranked roles     replaced  double  mmr  ranked matchmaking  btw took  que   long   mins   entire hour   saying    infact  worse    heard   nutshell pay   month      ability  choose  role    search   ranked matchmaking   weird reason ranked roles    normal   matchmaking       dotaplus    feel  waiting  mins  find   around        stuck   mid  feed oryour mamma  pretty       eu servers nowadays yea pretty disturbing     sums dotaplus   nutshellnext   spring cleaning    simply amazing    hope        favourite bit         ingame  profiles must commend     great workafter  came  long awaited pudge arcana pretty amazing overall especially   hero  pudge  didnt  seem extensive   arcana  mean   pudge  talking        pretty decent  couldve   arcana soo  better    hook animation   using  right hand hook     chain hooks      opinionjumping ahead  saw  lovely summer season kicking  summer    international  championships battlepass  brought   lakad matatag meme     beutiful  tournament  great  massive applause  og    well deserved towards     tournament days      names mars  grimstroke  announced    day  freaked  especially  grimstroke  literally released right   trailer revealed himautumn came  naturally   expecting  traditional postti    fully specific      debutted    th  november  brought     changes   wondering       anymore  mean bounty hunter  steals gold  enemies   hits  denies  gold slark gains permanent agility     ally   next   gets  kill     personal opinion needed desperate balancing   course naturally happened  literally  subpatches  released   month  eventually  personally adapted     friends     ancient   either quit     taken  massive break  questionable returntomorrow  start    ranked season   expected  debut along  possible   ranked matchmaking   hope   effective   least    effective  previous updates  ranked matchmaking mars  nowwhere   seen yet   said winter   far   concerned  could    th  march althought       early buy  mega telescope  find  mars    night sky hah good luck    seriously  buy  mega telescope use   buy dotaplus instead lolthe    least   happened   soon going     frosthaven event along   long anticipated rubick arcana release frosthaven  decent    opinion frostivus     better    rubick arcana  pretty nice  id rate       pudge arcanato conclude  review       year  changes loads  changes       decent year     wasnt amazing    great stuff released aswell  cover   thatso      conclude     recommend       answer  yes   amazing   hope   become  greater      reason  sense     best year     well    years     right  wrong  guessi hope     happy  year darkif  wish  find   review    please click  link ",1,"Positif"
"376","hate    worse   previous version  bot   stupid  keep taking  courier    world   fed      probably  gonna    anymoreand please   forget  nerf   ape king",0,"Negatif"
"377"," review may cover              perspective    rework   original             years  transferring    however        thought   far better   previous gameit    partly  gameplaythe gameplay       moba     involves communication skill   ability      personally     fan  moba     moba   quite easy  learn   funbefore moving     gameplay     easy  understand  graphics     simple  easy  understand      pretty fast      hand  better graphics     far  easier       gameplay  shorter    fastpaced    compared     requires right timing  actually execute  good          lets  farm creeps    hero kill  enemy team  winnot  mention   needed  thirdparty software   online  least   countries       download install  playcontrolsdota  basically    controls        option  let  customize   preference    assign different hotkeys   button    use   hero   menu      hotkeys  quite fixed   use another thirdparty software  modify  communitywell      moba     either  community  good  bad  honestly       fall currently   rise  toxicity among      free      creating  accounts  lets   whenever       account  bannedother thingssince      software   actually  money         inventory system  lets  store  certain heros piece  equipment  tools  lets  customize  equipment   tickets  enables   watch  certain tournament       watch  twitch though       receive   drops   actually sell    community market  steam wallet            trading   playersalso      workshop    visit  check   gamemodesmaps         communityback       download  maps   others certain    community  createdesign      implemented      proposed item  approved     developersfinal notesalthough     great     drawbacks specifically  community       mean       without  right    generally fun especially   friends    hard  theres  huge reward    commiti recommend       multiplayermoba   guarantee   worth  despite  troubles  might bring",1,"Positif"
"378","  possibly     addictive      amazing   possibilities  strategizing  endlessthe fact    female     kick     worth   d",1,"Positif"
"379","  minutes  found  sitting staring crosseyed   screen clicking  anyone   redgameplay consisted  constant clicking   occasional press  w  q",0,"Negatif"
"380","  great   excellent presentation good controls plenty  options  immense depthbut  total waste  life     solo  happen   less   friends   party      lottery  actual skillsstrong yhumbs      friends   huge nono solo personally    break  addicition    touch      stand seeing             seen    often      fad  h mobagames  history   generations      invest         vote   upbutton   punishes    wanting  act   human screensaver",1,"Positif"
"381","  honestly destroyed  life    intense hate  anyone outside    language  socially awkward  skipped  studing  exams      invested almost   money   purple cannon  orange midgets dressed  pig fetish suits",1,"Positif"
"382","  lots    efforts       earn high mmr   seasonal jackass     quitters  feeders       idiot     send   replays   dumband         mmr  trash   lose   mmr    team   dog     wonder      dying         fun  good  become  disaster thanks   stupid  buffs   matchmaking",0,"Negatif"
"383","pros  good animation beautiful soundtracks anime mods   community cons  toxic community      noobs account buyers lots  updates  nothing thanks gaben  matchmaking system  far better     penalty  feeders  penalty  wireless connection  stupid  low priority system  kind  ridiculous    reports    u    low priority matches         given   unfair bots   better  average  servers crash  frequentlyfinal rate",0,"Negatif"
